commodity,office_code,wbs_element,period,key,Implementation Reqs,Implementation Shortfalls,Implementation Reqs FCR,Implementation Shortfalls FCR
High Energy Biscuits,AFCO,AF01.02.031.NPA1,2020-10-01,High Energy BiscuitsAFCOAF01.02.031.NPA144105,553.8,553.8,1645123.866,1645123.866
LNS-LQ,AFCO,AF01.02.031.NPA1,2020-10-01,LNS-LQAFCOAF01.02.031.NPA144105,294.366,9.011,1077555.431,32985.64369
LNS-MQ,AFCO,AF01.02.031.NPA1,2020-10-01,LNS-MQAFCOAF01.02.031.NPA144105,79.5,79.5,323929.8954,323929.8954
Super Cereal (WSB+) With Sugar,AFCO,AF01.02.031.NPA1,2020-10-01,Super Cereal (WSB+) With SugarAFCOAF01.02.031.NPA144105,926.7075,926.7075,1420342.722,1420342.722
Vegetable Oil - Palmolien,AFCO,AF01.02.031.NPA1,2020-10-01,Vegetable Oil - PalmolienAFCOAF01.02.031.NPA144105,418.5,418.5,769634.3899,769634.3899
Buckwheat,AMCO,AM02.01.013.SMP1,2020-10-01,BuckwheatAMCOAM02.01.013.SMP144105,10,10,9704.086525,9704.086525
Lentils,AMCO,AM02.01.013.SMP1,2020-10-01,LentilsAMCOAM02.01.013.SMP144105,19.5,19.5,15918.87725,15918.87725
Pasta,AMCO,AM02.01.013.SMP1,2020-10-01,PastaAMCOAM02.01.013.SMP144105,10,10,7731.59416,7731.59416
Rice,AMCO,AM02.01.013.SMP1,2020-10-01,RiceAMCOAM02.01.013.SMP144105,10,10,10006.43937,10006.43937
Vegetable Oil - Sunflower,AMCO,AM02.01.013.SMP1,2020-10-01,Vegetable Oil - SunflowerAMCOAM02.01.013.SMP144105,14.5,14.5,35072.92993,35072.92993
Wheat Flour,AMCO,AM02.01.013.SMP1,2020-10-01,Wheat FlourAMCOAM02.01.013.SMP144105,205,205,131048.3614,131048.3614
Beans,AOCO,AO01.01.011.URT1,2020-10-01,BeansAOCOAO01.01.011.URT144105,9.0702,0,13746.54692,0
Iodized Salt,AOCO,AO01.01.011.URT1,2020-10-01,Iodized SaltAOCOAO01.01.011.URT144105,0.75585,0.75585,692.5231985,692.5231985
Maize Meal,AOCO,AO01.01.011.URT1,2020-10-01,Maize MealAOCOAO01.01.011.URT144105,68.0265,0,82188.30657,0
Super Cereal (CSB+) With Sugar,AOCO,AO01.01.011.URT1,2020-10-01,Super Cereal (CSB+) With SugarAOCOAO01.01.011.URT144105,9.0702,0,12029.54725,0
Vegetable Oil - Palmolien,AOCO,AO01.01.011.URT1,2020-10-01,Vegetable Oil - PalmolienAOCOAO01.01.011.URT144105,3.77925,0,6961.204653,0
High Energy Biscuits,BDCO,BD01.01.021.URT1,2020-10-01,High Energy BiscuitsBDCOBD01.01.021.URT144105,1385.48,1385.48,2293376.372,2293376.372
LNS-LQ,BDCO,BD01.01.021.URT1,2020-10-01,LNS-LQBDCOBD01.01.021.URT144105,162.92,162.92,241552.9251,241552.9251
Rice,BDCO,BD01.01.021.URT1,2020-10-01,RiceBDCOBD01.01.021.URT144105,1453.89,1453.89,1357880.064,1357880.064
Split Peas,BDCO,BD01.01.021.URT1,2020-10-01,Split PeasBDCOBD01.01.021.URT144105,184.363,0,217970.5766,0
Super Cereal (WSB+),BDCO,BD01.01.021.URT1,2020-10-01,Super Cereal (WSB+)BDCOBD01.01.021.URT144105,837.1469388,837.1469388,836310.957,836310.957
Super Cereal Plus (WSB++),BDCO,BD01.01.021.URT1,2020-10-01,Super Cereal Plus (WSB++)BDCOBD01.01.021.URT144105,2345.51,2345.51,3383262.53,3383262.53
Vegetable Oil,BDCO,BD01.01.021.URT1,2020-10-01,Vegetable OilBDCOBD01.01.021.URT144105,114.7530612,114.7530612,164167.6895,164167.6895
High Energy Biscuits,BDCO,BD01.01.021.URT2,2020-10-01,High Energy BiscuitsBDCOBD01.01.021.URT244105,0,0,0,0
Lentils,BDCO,BD01.01.021.URT2,2020-10-01,LentilsBDCOBD01.01.021.URT244105,6.61,6.61,12513.63474,12513.63474
Rice,BDCO,BD01.01.021.URT2,2020-10-01,RiceBDCOBD01.01.021.URT244105,23.78,23.78,19149.72687,19149.72687
Super Cereal (WSB+),BDCO,BD01.01.021.URT2,2020-10-01,Super Cereal (WSB+)BDCOBD01.01.021.URT244105,2.025,2.025,1995.51712,1995.51712
Super Cereal Plus (WSB++),BDCO,BD01.01.021.URT2,2020-10-01,Super Cereal Plus (WSB++)BDCOBD01.01.021.URT244105,4.07,4.07,6125.814061,6125.814061
Vegetable Oil,BDCO,BD01.01.021.URT2,2020-10-01,Vegetable OilBDCOBD01.01.021.URT244105,3.3528,0,4024.161049,0
Wheat,BDCO,BD01.01.021.URT2,2020-10-01,WheatBDCOBD01.01.021.URT244105,90.43,90.43,67182.82247,67182.82247
High Energy Biscuits,BDCO,BD01.01.021.URT3,2020-10-01,High Energy BiscuitsBDCOBD01.01.021.URT344105,0,0,0,0
Lentils,BDCO,BD01.02.013.CSI1,2020-10-01,LentilsBDCOBD01.02.013.CSI144105,0,0,0,0
Vegetable Oil,BDCO,BD01.02.013.CSI1,2020-10-01,Vegetable OilBDCOBD01.02.013.CSI144105,0,0,0,0
Vegetable Oil,BDCO,BD01.02.013.CSI4,2020-10-01,Vegetable OilBDCOBD01.02.013.CSI444105,0,0,0,0
Beans,BFCO,BF02.01.011.URT1,2020-10-01,BeansBFCOBF02.01.011.URT144105,999.028,999.028,1001142.549,1001142.549
Iodized Salt,BFCO,BF02.01.011.URT1,2020-10-01,Iodized SaltBFCOBF02.01.011.URT144105,51.9346,51.9346,21408.7189,21408.7189
LNS-LQ,BFCO,BF02.01.011.URT1,2020-10-01,LNS-LQBFCOBF02.01.011.URT144105,105.336,105.336,373988.9503,373988.9503
Rice,BFCO,BF02.01.011.URT1,2020-10-01,RiceBFCOBF02.01.011.URT144105,101.2,101.2,92341.70449,92341.70449
Sorghum/Millet,BFCO,BF02.01.011.URT1,2020-10-01,Sorghum/MilletBFCOBF02.01.011.URT144105,3894.912,3894.912,3280797.93,3280797.93
Super Cereal (CSB+) With Sugar,BFCO,BF02.01.011.URT1,2020-10-01,Super Cereal (CSB+) With SugarBFCOBF02.01.011.URT144105,492.692,492.692,673780.6032,673780.6032
Super Cereal Plus (CSB++),BFCO,BF02.01.011.URT1,2020-10-01,Super Cereal Plus (CSB++)BFCOBF02.01.011.URT144105,172.53,172.53,308663.0317,308663.0317
Vegetable Oil,BFCO,BF02.01.011.URT1,2020-10-01,Vegetable OilBFCOBF02.01.011.URT144105,278.84075,278.84075,340401.2921,340401.2921
Beans,BFCO,BF02.01.021.SMP1,2020-10-01,BeansBFCOBF02.01.021.SMP144105,35.340228,0,46147.9271,0
Iodized Salt,BFCO,BF02.01.021.SMP1,2020-10-01,Iodized SaltBFCOBF02.01.021.SMP144105,2.6505171,2.6505171,1390.384649,1390.384649
Micronutrition Powder,BFCO,BF02.01.021.SMP1,2020-10-01,Micronutrition PowderBFCOBF02.01.021.SMP144105,0.44175285,0.44175285,11035.07894,11035.07894
Rice,BFCO,BF02.01.021.SMP1,2020-10-01,RiceBFCOBF02.01.021.SMP144105,171.760912,0,170655.8774,0
Super Cereal (CSB+) With Sugar,BFCO,BF02.01.021.SMP1,2020-10-01,Super Cereal (CSB+) With SugarBFCOBF02.01.021.SMP144105,44.36532,44.36532,37125.93153,37125.93153
Uht Milk,BFCO,BF02.01.021.SMP1,2020-10-01,Uht MilkBFCOBF02.01.021.SMP144105,32.4,32.4,105969.4572,105969.4572
Vegetable Oil,BFCO,BF02.01.021.SMP1,2020-10-01,Vegetable OilBFCOBF02.01.021.SMP144105,17.670114,0,19322.91458,0
Beans,BFCO,BF02.02.031.NTA1,2020-10-01,BeansBFCOBF02.02.031.NTA144105,0.15174,0,273.7626844,0
Iodized Salt,BFCO,BF02.02.031.NTA1,2020-10-01,Iodized SaltBFCOBF02.02.031.NTA144105,0.015174,0.015174,15.16721488,15.16721488
Rice,BFCO,BF02.02.031.NTA1,2020-10-01,RiceBFCOBF02.02.031.NTA144105,1.0116,1.0116,1457.334239,1457.334239
RUTF,BFCO,BF02.02.031.NTA1,2020-10-01,RUTFBFCOBF02.02.031.NTA144105,53.883,53.883,220633.1353,220633.1353
Super Cereal (CSB+) With Sugar,BFCO,BF02.02.031.NTA1,2020-10-01,Super Cereal (CSB+) With SugarBFCOBF02.02.031.NTA144105,38.47995,0,50837.40221,0
Super Cereal Plus (CSB++),BFCO,BF02.02.031.NTA1,2020-10-01,Super Cereal Plus (CSB++)BFCOBF02.02.031.NTA144105,0,0,0,0
Vegetable Oil,BFCO,BF02.02.031.NTA1,2020-10-01,Vegetable OilBFCOBF02.02.031.NTA144105,3.14415,3.14415,5129.012121,5129.012121
Rice,BFCO,BF02.04.041.ACL1,2020-10-01,RiceBFCOBF02.04.041.ACL144105,91.23912,0,63772.11917,0
Split Peas,BFCO,BF02.04.041.ACL1,2020-10-01,Split PeasBFCOBF02.04.041.ACL144105,34.23168,0,26687.17682,0
Vegetable Oil,BFCO,BF02.04.041.ACL1,2020-10-01,Vegetable OilBFCOBF02.04.041.ACL144105,11.4534,0,19859.60491,0
Beans,BICO,BI01.01.011.URT1,2020-10-01,BeansBICOBI01.01.011.URT144105,194.4,194.4,202661.1791,202661.1791
Iodized Salt,BICO,BI01.01.011.URT1,2020-10-01,Iodized SaltBICOBI01.01.011.URT144105,8.1,0,5013.194475,0
Maize Meal,BICO,BI01.01.011.URT1,2020-10-01,Maize MealBICOBI01.01.011.URT144105,583.2,583.2,543374.7666,543374.7666
Super Cereal (CSB+),BICO,BI01.01.011.URT1,2020-10-01,Super Cereal (CSB+)BICOBI01.01.011.URT144105,81,81,84970.0074,84970.0074
Vegetable Oil,BICO,BI01.01.011.URT1,2020-10-01,Vegetable OilBICOBI01.01.011.URT144105,40.5,40.5,57792.63729,57792.63729
Beans,BICO,BI01.01.011.URT2,2020-10-01,BeansBICOBI01.01.011.URT244105,313.2,0,323945.2833,0
Iodized Salt,BICO,BI01.01.011.URT2,2020-10-01,Iodized SaltBICOBI01.01.011.URT244105,13.05,6.97,8107.48242,4330.203254
Maize,BICO,BI01.01.011.URT2,2020-10-01,MaizeBICOBI01.01.011.URT244105,939.6,542.852,870333.5274,502833.4355
Super Cereal (CSB+),BICO,BI01.01.011.URT2,2020-10-01,Super Cereal (CSB+)BICOBI01.01.011.URT244105,0,0,0,0
Vegetable Oil,BICO,BI01.01.011.URT2,2020-10-01,Vegetable OilBICOBI01.01.011.URT244105,65.25,65.25,91951.98727,91951.98727
Beans,BICO,BI01.01.021.SMP1,2020-10-01,BeansBICOBI01.01.021.SMP144105,478,478,549196.7136,549196.7136
Canned Fish,BICO,BI01.01.021.SMP1,2020-10-01,Canned FishBICOBI01.01.021.SMP144105,0,0,0,0
Iodized Salt,BICO,BI01.01.021.SMP1,2020-10-01,Iodized SaltBICOBI01.01.021.SMP144105,36,36,25304.72264,25304.72264
Maize Meal,BICO,BI01.01.021.SMP1,2020-10-01,Maize MealBICOBI01.01.021.SMP144105,1786,1786,1843671.675,1843671.675
Super Cereal (CSB+),BICO,BI01.01.021.SMP1,2020-10-01,Super Cereal (CSB+)BICOBI01.01.021.SMP144105,0,0,0,0
Uht Milk,BICO,BI01.01.021.SMP1,2020-10-01,Uht MilkBICOBI01.01.021.SMP144105,122.056,122.056,261012.5514,261012.5514
Vegetable Oil,BICO,BI01.01.021.SMP1,2020-10-01,Vegetable OilBICOBI01.01.021.SMP144105,120,120,186457.4983,186457.4983
LNS-LQ,BICO,BI01.02.031.NPA1,2020-10-01,LNS-LQBICOBI01.02.031.NPA144105,55.2,55.2,228524.9689,228524.9689
Maize Meal,BICO,BI01.02.031.NPA1,2020-10-01,Maize MealBICOBI01.02.031.NPA144105,0,0,0,0
Micronutrition Powder,BICO,BI01.02.031.NPA1,2020-10-01,Micronutrition PowderBICOBI01.02.031.NPA144105,0.9,0.9,19596.32078,19596.32078
RUTF,BICO,BI01.02.031.NPA1,2020-10-01,RUTFBICOBI01.02.031.NPA144105,60,60,264101.1676,264101.1676
Super Cereal Plus (CSB++),BICO,BI01.02.031.NPA1,2020-10-01,Super Cereal Plus (CSB++)BICOBI01.02.031.NPA144105,255,255,509587.1277,509587.1277
Beans,BJCO,BJ02.01.011.SMP1,2020-10-01,BeansBJCOBJ02.01.011.SMP144105,169.50411,169.50411,271825.6985,271825.6985
Iodized Salt,BJCO,BJ02.01.011.SMP1,2020-10-01,Iodized SaltBJCOBJ02.01.011.SMP144105,33.900822,33.900822,9588.052748,9588.052748
Maize,BJCO,BJ02.01.011.SMP1,2020-10-01,MaizeBJCOBJ02.01.011.SMP144105,847.52055,847.52055,597246.1181,597246.1181
Rice,BJCO,BJ02.01.011.SMP1,2020-10-01,RiceBJCOBJ02.01.011.SMP144105,847.52055,847.52055,579248.8967,579248.8967
Split Peas,BJCO,BJ02.01.011.SMP1,2020-10-01,Split PeasBJCOBJ02.01.011.SMP144105,169.50411,169.50411,97852.55789,97852.55789
Vegetable Oil,BJCO,BJ02.01.011.SMP1,2020-10-01,Vegetable OilBJCOBJ02.01.011.SMP144105,113.00274,113.00274,145222.6895,145222.6895
High Energy Biscuits,CDCO,CD01.01.011.URT1,2020-10-01,High Energy BiscuitsCDCOCD01.01.011.URT144105,64.08585,55.7029852,140273.1039,121924.4284
Iodized Salt,CDCO,CD01.01.011.URT1,2020-10-01,Iodized SaltCDCOCD01.01.011.URT144105,110.451268,110.451268,114635.0776,114635.0776
Maize Meal,CDCO,CD01.01.011.URT1,2020-10-01,Maize MealCDCOCD01.01.011.URT144105,8035.81448,8035.81448,12366669.06,12366669.06
Micronutrition Powder,CDCO,CD01.01.011.URT1,2020-10-01,Micronutrition PowderCDCOCD01.01.011.URT144105,0.56659416,0.56659416,11569.9526,11569.9526
Peas,CDCO,CD01.01.011.URT1,2020-10-01,PeasCDCOCD01.01.011.URT144105,2416.55538,2416.55538,4344359.185,4344359.185
Vegetable Oil,CDCO,CD01.01.011.URT1,2020-10-01,Vegetable OilCDCOCD01.01.011.URT144105,612.50088,612.50088,1185665.586,1185665.586
High Energy Biscuits,CDCO,CD01.01.011.URT2,2020-10-01,High Energy BiscuitsCDCOCD01.01.011.URT244105,0.05994,0.05994,155.8747159,155.8747159
Iodized Salt,CDCO,CD01.01.011.URT2,2020-10-01,Iodized SaltCDCOCD01.01.011.URT244105,7.03725,7.03725,8483.853523,8483.853523
LNS-LQ,CDCO,CD01.01.011.URT2,2020-10-01,LNS-LQCDCOCD01.01.011.URT244105,1.131,0,5809.145599,0
Maize Meal,CDCO,CD01.01.011.URT2,2020-10-01,Maize MealCDCOCD01.01.011.URT244105,9,9,16241.03638,16241.03638
Peas,CDCO,CD01.01.011.URT2,2020-10-01,PeasCDCOCD01.01.011.URT244105,196.593,196.593,417078.3346,417078.3346
Rice,CDCO,CD01.01.011.URT2,2020-10-01,RiceCDCOCD01.01.011.URT244105,553.98,553.98,1144069.151,1144069.151
Super Cereal (CSB+) With Sugar,CDCO,CD01.01.011.URT2,2020-10-01,Super Cereal (CSB+) With SugarCDCOCD01.01.011.URT244105,2.7225,0,4847.712289,0
Vegetable Oil,CDCO,CD01.01.011.URT2,2020-10-01,Vegetable OilCDCOCD01.01.011.URT244105,56.34525,56.34525,129063.5226,129063.5226
LNS-MQ,CDCO,CD01.02.021.NPA1,2020-10-01,LNS-MQCDCOCD01.02.021.NPA144105,345.3255,286.0635,1803287.681,1493821.874
Sugar,CDCO,CD01.02.021.NPA1,2020-10-01,SugarCDCOCD01.02.021.NPA144105,105.087912,105.087912,230258.2628,230258.2628
Super Cereal (CSB+) With Sugar,CDCO,CD01.02.021.NPA1,2020-10-01,Super Cereal (CSB+) With SugarCDCOCD01.02.021.NPA144105,1313.5989,1313.5989,3103708.264,3103708.264
Vegetable Oil,CDCO,CD01.02.021.NPA1,2020-10-01,Vegetable OilCDCOCD01.02.021.NPA144105,131.35989,131.35989,367450.3737,367450.3737
LNS-MQ,CDCO,CD01.02.021.NPA2,2020-10-01,LNS-MQCDCOCD01.02.021.NPA244105,42.4905,42.4905,215217.9353,215217.9353
Super Cereal (CSB+) With Sugar,CDCO,CD01.02.021.NPA2,2020-10-01,Super Cereal (CSB+) With SugarCDCOCD01.02.021.NPA244105,178.7625,178.7625,357021.675,357021.675
Vegetable Oil,CDCO,CD01.02.021.NPA2,2020-10-01,Vegetable OilCDCOCD01.02.021.NPA244105,17.87625,17.87625,44036.75907,44036.75907
Beans,CDCO,CD01.02.021.NTA1,2020-10-01,BeansCDCOCD01.02.021.NTA144105,3.9192,3.9192,9869.36288,9869.36288
Iodized Salt,CDCO,CD01.02.021.NTA1,2020-10-01,Iodized SaltCDCOCD01.02.021.NTA144105,0.1633,0.1633,281.6175375,281.6175375
LNS-LQ,CDCO,CD01.02.021.NTA1,2020-10-01,LNS-LQCDCOCD01.02.021.NTA144105,370.233,112.914,1878038.051,572765.7677
Maize Meal,CDCO,CD01.02.021.NTA1,2020-10-01,Maize MealCDCOCD01.02.021.NTA144105,13.064,13.064,29389.31004,29389.31004
Sugar,CDCO,CD01.02.021.NTA1,2020-10-01,SugarCDCOCD01.02.021.NTA144105,27.0486,27.0486,55683.86131,55683.86131
Super Cereal (CSB+) With Sugar,CDCO,CD01.02.021.NTA1,2020-10-01,Super Cereal (CSB+) With SugarCDCOCD01.02.021.NTA144105,481.5756,357.5706,1073600.194,797149.7427
Vegetable Oil,CDCO,CD01.02.021.NTA1,2020-10-01,Vegetable OilCDCOCD01.02.021.NTA144105,49.4448,25.44775,131594.5934,67727.77551
Iodized Salt,CDCO,CD01.03.031.ACL1,2020-10-01,Iodized SaltCDCOCD01.03.031.ACL144105,3.57566,3.57566,4648.468136,4648.468136
Maize Meal,CDCO,CD01.03.031.ACL1,2020-10-01,Maize MealCDCOCD01.03.031.ACL144105,286.0528,286.0528,522621.3092,522621.3092
Peas,CDCO,CD01.03.031.ACL1,2020-10-01,PeasCDCOCD01.03.031.ACL144105,85.81584,85.81584,180565.7662,180565.7662
Vegetable Oil,CDCO,CD01.03.031.ACL1,2020-10-01,Vegetable OilCDCOCD01.03.031.ACL144105,21.45396,21.45396,48312.02469,48312.02469
Vegetable Oil,CDCO,CD01.03.031.SMS1,2020-10-01,Vegetable OilCDCOCD01.03.031.SMS144105,0,0,0,0
Super Cereal Plus (CSB++),CFCO,CF01.01.011.NPA1,2020-10-01,Super Cereal Plus (CSB++)CFCOCF01.01.011.NPA144105,257.175,257.175,369020.841,369020.841
Iodized Salt,CFCO,CF01.01.011.NTA1,2020-10-01,Iodized SaltCFCOCF01.01.011.NTA144105,0.099,0,168.3807801,0
LNS-LQ,CFCO,CF01.01.011.NTA1,2020-10-01,LNS-LQCFCOCF01.01.011.NTA144105,48.807,48.807,83011.7246,83011.7246
Pre-Packaged Food Parcels,CFCO,CF01.01.011.NTA1,2020-10-01,Pre-Packaged Food ParcelsCFCOCF01.01.011.NTA144105,14.1312,14.1312,24034.5705,24034.5705
Rice,CFCO,CF01.01.011.NTA1,2020-10-01,RiceCFCOCF01.01.011.NTA144105,6.93,6.93,11786.65461,11786.65461
Split Peas,CFCO,CF01.01.011.NTA1,2020-10-01,Split PeasCFCOCF01.01.011.NTA144105,1.782,1.782,3030.854042,3030.854042
Super Cereal (CSB+) With Sugar,CFCO,CF01.01.011.NTA1,2020-10-01,Super Cereal (CSB+) With SugarCFCOCF01.01.011.NTA144105,109.713,109.713,186601.6215,186601.6215
Vegetable Oil,CFCO,CF01.01.011.NTA1,2020-10-01,Vegetable OilCFCOCF01.01.011.NTA144105,11.5455,11.5455,19636.77068,19636.77068
Iodized Salt,CFCO,CF01.01.011.SMP1,2020-10-01,Iodized SaltCFCOCF01.01.011.SMP144105,5.022,5.022,8585.719939,8585.719939
Maize Meal,CFCO,CF01.01.011.SMP1,2020-10-01,Maize MealCFCOCF01.01.011.SMP144105,0,0,0,0
Rice,CFCO,CF01.01.011.SMP1,2020-10-01,RiceCFCOCF01.01.011.SMP144105,200.88,200.88,417756.2996,417756.2996
Split Peas,CFCO,CF01.01.011.SMP1,2020-10-01,Split PeasCFCOCF01.01.011.SMP144105,66.96,66.96,146695.4835,146695.4835
Super Cereal (CSB+) With Sugar,CFCO,CF01.01.011.SMP1,2020-10-01,Super Cereal (CSB+) With SugarCFCOCF01.01.011.SMP144105,25.11,25.11,35073.17164,35073.17164
Vegetable Oil,CFCO,CF01.01.011.SMP1,2020-10-01,Vegetable OilCFCOCF01.01.011.SMP144105,25.11,25.11,70960.91403,70960.91403
High Energy Biscuits,CFCO,CF01.01.011.URT1,2020-10-01,High Energy BiscuitsCFCOCF01.01.011.URT144105,0,0,0,0
Iodized Salt,CFCO,CF01.01.011.URT1,2020-10-01,Iodized SaltCFCOCF01.01.011.URT144105,24.615,24.615,35322.61776,35322.61776
Rice,CFCO,CF01.01.011.URT1,2020-10-01,RiceCFCOCF01.01.011.URT144105,1723.05,955.604,2958499.232,1640784.481
Split Peas,CFCO,CF01.01.011.URT1,2020-10-01,Split PeasCFCOCF01.01.011.URT144105,443.07,443.07,798295.5194,798295.5194
Super Cereal (CSB+) With Sugar,CFCO,CF01.01.011.URT1,2020-10-01,Super Cereal (CSB+) With SugarCFCOCF01.01.011.URT144105,295.38,295.38,550072.5245,550072.5245
Vegetable Oil,CFCO,CF01.01.011.URT1,2020-10-01,Vegetable OilCFCOCF01.01.011.URT144105,172.305,172.305,393867.3113,393867.3113
LNS-LQ,CFCO,CF01.02.021.NTA1,2020-10-01,LNS-LQCFCOCF01.02.021.NTA144105,0,0,0,0
Nuts,CFCO,CF01.02.021.NTA1,2020-10-01,NutsCFCOCF01.02.021.NTA144105,8.004,8.004,11911.10738,11911.10738
Super Cereal (CSB+) With Sugar,CFCO,CF01.02.021.NTA1,2020-10-01,Super Cereal (CSB+) With SugarCFCOCF01.02.021.NTA144105,0,0,0,0
Vegetable Oil,CFCO,CF01.02.021.NTA1,2020-10-01,Vegetable OilCFCOCF01.02.021.NTA144105,0,0,0,0
Iodized Salt,CFCO,CF01.02.021.SMP1,2020-10-01,Iodized SaltCFCOCF01.02.021.SMP144105,5.481,5.481,4844.391264,4844.391264
Rice,CFCO,CF01.02.021.SMP1,2020-10-01,RiceCFCOCF01.02.021.SMP144105,219.24,219.24,252821.318,252821.318
Split Peas,CFCO,CF01.02.021.SMP1,2020-10-01,Split PeasCFCOCF01.02.021.SMP144105,73.08,73.08,90186.78659,90186.78659
Super Cereal (CSB+) With Sugar,CFCO,CF01.02.021.SMP1,2020-10-01,Super Cereal (CSB+) With SugarCFCOCF01.02.021.SMP144105,16.605,16.605,10895.26417,10895.26417
Vegetable Oil,CFCO,CF01.02.021.SMP1,2020-10-01,Vegetable OilCFCOCF01.02.021.SMP144105,27.405,27.405,46490.78907,46490.78907
Iodized Salt,CFCO,CF01.03.031.ACL1,2020-10-01,Iodized SaltCFCOCF01.03.031.ACL144105,1.425,1.425,1684.008484,1684.008484
Rice,CFCO,CF01.03.031.ACL1,2020-10-01,RiceCFCOCF01.03.031.ACL144105,57,57,82983.19425,82983.19425
Split Peas,CFCO,CF01.03.031.ACL1,2020-10-01,Split PeasCFCOCF01.03.031.ACL144105,17.1,17.1,26303.02674,26303.02674
Vegetable Oil,CFCO,CF01.03.031.ACL1,2020-10-01,Vegetable OilCFCOCF01.03.031.ACL144105,5.7,5.7,11449.71075,11449.71075
Iodized Salt,CGCO,CG01.01.011.URT1,2020-10-01,Iodized SaltCGCOCG01.01.011.URT144105,1.035,1.035,1709.24462,1709.24462
LNS-LQ,CGCO,CG01.01.011.URT1,2020-10-01,LNS-LQCGCOCG01.01.011.URT144105,5.625,2.25,9289.372937,3715.749175
Rice,CGCO,CG01.01.011.URT1,2020-10-01,RiceCGCOCG01.01.011.URT144105,82.8,82.8,136739.5696,136739.5696
Split Peas,CGCO,CG01.01.011.URT1,2020-10-01,Split PeasCGCOCG01.01.011.URT144105,24.84,24.84,41021.87089,41021.87089
Super Cereal (CSB+) With Sugar,CGCO,CG01.01.011.URT1,2020-10-01,Super Cereal (CSB+) With SugarCGCOCG01.01.011.URT144105,10.3125,10.3125,17030.51705,17030.51705
Vegetable Oil,CGCO,CG01.01.011.URT1,2020-10-01,Vegetable OilCGCOCG01.01.011.URT144105,7.24125,6.7725,11958.51943,11184.40502
Canned Fish,CGCO,CG01.01.023.SMP1,2020-10-01,Canned FishCGCOCG01.01.023.SMP144105,40.2,36.0642,73689.12192,66107.94106
Iodized Salt,CGCO,CG01.01.023.SMP1,2020-10-01,Iodized SaltCGCOCG01.01.023.SMP144105,6.7,6.7,12281.52032,12281.52032
Rice,CGCO,CG01.01.023.SMP1,2020-10-01,RiceCGCOCG01.01.023.SMP144105,201,90.456,368445.6096,165811.5227
Split Peas,CGCO,CG01.01.023.SMP1,2020-10-01,Split PeasCGCOCG01.01.023.SMP144105,53.6,24.1216,98252.16256,44216.40605
Vegetable Oil,CGCO,CG01.01.023.SMP1,2020-10-01,Vegetable OilCGCOCG01.01.023.SMP144105,20.1,15.5826,36844.56096,28563.88336
Iodized Salt,CICO,CI02.01.011.SMP1,2020-10-01,Iodized SaltCICOCI02.01.011.SMP144105,0,0,0,0
Rice,CICO,CI02.01.011.SMP1,2020-10-01,RiceCICOCI02.01.011.SMP144105,431.9372925,0,537226.5956,0
Split Peas,CICO,CI02.01.011.SMP1,2020-10-01,Split PeasCICOCI02.01.011.SMP144105,44.8875,0,61593.41434,0
Vegetable Oil,CICO,CI02.01.011.SMP1,2020-10-01,Vegetable OilCICOCI02.01.011.SMP144105,14.9625,0,29231.23942,0
High Energy Biscuits,CMCO,CM01.01.011.URT1,2020-10-01,High Energy BiscuitsCMCOCM01.01.011.URT144105,19.18134182,19.18134182,38433.15369,38433.15369
Iodized Salt,CMCO,CM01.01.011.URT1,2020-10-01,Iodized SaltCMCOCM01.01.011.URT144105,27.18435,27.18435,20299.33197,20299.33197
Rice,CMCO,CM01.01.011.URT1,2020-10-01,RiceCMCOCM01.01.011.URT144105,1070.285897,1070.285897,962481.8644,962481.8644
Sorghum/Millet,CMCO,CM01.01.011.URT1,2020-10-01,Sorghum/MilletCMCOCM01.01.011.URT144105,651,633.67,585428.338,569843.8939
Split Peas,CMCO,CM01.01.011.URT1,2020-10-01,Split PeasCMCOCM01.01.011.URT144105,722.5305,722.5305,839989.7657,839989.7657
Super Cereal (CSB+) With Sugar,CMCO,CM01.01.011.URT1,2020-10-01,Super Cereal (CSB+) With SugarCMCOCM01.01.011.URT144105,93,93,46019.01194,46019.01194
Vegetable Oil,CMCO,CM01.01.011.URT1,2020-10-01,Vegetable OilCMCOCM01.01.011.URT144105,193.3596977,193.3596977,320920.674,320920.674
Iodized Salt,CMCO,CM01.01.021.SMP1,2020-10-01,Iodized SaltCMCOCM01.01.021.SMP144105,1.188,0,799.1184396,0
Rice,CMCO,CM01.01.021.SMP1,2020-10-01,RiceCMCOCM01.01.021.SMP144105,55.44,0,45949.33659,0
Split Peas,CMCO,CM01.01.021.SMP1,2020-10-01,Split PeasCMCOCM01.01.021.SMP144105,35.64,0,39144.4002,0
Super Cereal (CSB+) With Sugar,CMCO,CM01.01.021.SMP1,2020-10-01,Super Cereal (CSB+) With SugarCMCOCM01.01.021.SMP144105,0,0,0,0
Vegetable Oil,CMCO,CM01.01.021.SMP1,2020-10-01,Vegetable OilCMCOCM01.01.021.SMP144105,5.94,0,9546.903342,0
Iodized Salt,CMCO,CM01.01.021.URT1,2020-10-01,Iodized SaltCMCOCM01.01.021.URT144105,0.9,0.9,842.613468,842.613468
Sorghum/Millet,CMCO,CM01.01.021.URT1,2020-10-01,Sorghum/MilletCMCOCM01.01.021.URT144105,63,7.593,71300.74039,8593.436853
